"","Scenario","Location","Vegetation","Year","Decade","Avg"
"1412","SRES B1","Northwest Interior Forest North","Black Spruce",2040,2040,80459
"1413","SRES B1","Northwest Interior Forest North","Black Spruce",2041,2040,80582
"1414","SRES B1","Northwest Interior Forest North","Black Spruce",2042,2040,81310
"1415","SRES B1","Northwest Interior Forest North","Black Spruce",2043,2040,81584
"1416","SRES B1","Northwest Interior Forest North","Black Spruce",2044,2040,81507
"1417","SRES B1","Northwest Interior Forest North","Black Spruce",2045,2040,78728
"1418","SRES B1","Northwest Interior Forest North","Black Spruce",2046,2040,77473
"1419","SRES B1","Northwest Interior Forest North","Black Spruce",2047,2040,78465
"1420","SRES B1","Northwest Interior Forest North","Black Spruce",2048,2040,79193
"1421","SRES B1","Northwest Interior Forest North","Black Spruce",2049,2040,74850
"1422","SRES B1","Northwest Interior Forest North","Black Spruce",2050,2050,75030
"1423","SRES B1","Northwest Interior Forest North","Black Spruce",2051,2050,75496
"1424","SRES B1","Northwest Interior Forest North","Black Spruce",2052,2050,76314
"1425","SRES B1","Northwest Interior Forest North","Black Spruce",2053,2050,77319
"1426","SRES B1","Northwest Interior Forest North","Black Spruce",2054,2050,78268
"1427","SRES B1","Northwest Interior Forest North","Black Spruce",2055,2050,79349
"1428","SRES B1","Northwest Interior Forest North","Black Spruce",2056,2050,80554
"1429","SRES B1","Northwest Interior Forest North","Black Spruce",2057,2050,81102
"1430","SRES B1","Northwest Interior Forest North","Black Spruce",2058,2050,81964
"1431","SRES B1","Northwest Interior Forest North","Black Spruce",2059,2050,82348
"1432","SRES B1","Northwest Interior Forest North","Black Spruce",2060,2060,81252
"1433","SRES B1","Northwest Interior Forest North","Black Spruce",2061,2060,82058
"1434","SRES B1","Northwest Interior Forest North","Black Spruce",2062,2060,81646
"1435","SRES B1","Northwest Interior Forest North","Black Spruce",2063,2060,82137
"1436","SRES B1","Northwest Interior Forest North","Black Spruce",2064,2060,81310
"1437","SRES B1","Northwest Interior Forest North","Black Spruce",2065,2060,81141
"1438","SRES B1","Northwest Interior Forest North","Black Spruce",2066,2060,82370
"1439","SRES B1","Northwest Interior Forest North","Black Spruce",2067,2060,83145
"1440","SRES B1","Northwest Interior Forest North","Black Spruce",2068,2060,84299
"1441","SRES B1","Northwest Interior Forest North","Black Spruce",2069,2060,84528
"1442","SRES B1","Northwest Interior Forest North","Black Spruce",2070,2070,82755
"1443","SRES B1","Northwest Interior Forest North","Black Spruce",2071,2070,83944
"1444","SRES B1","Northwest Interior Forest North","Black Spruce",2072,2070,83085
"1445","SRES B1","Northwest Interior Forest North","Black Spruce",2073,2070,83485
"1446","SRES B1","Northwest Interior Forest North","Black Spruce",2074,2070,79563
"1447","SRES B1","Northwest Interior Forest North","Black Spruce",2075,2070,80224
"1448","SRES B1","Northwest Interior Forest North","Black Spruce",2076,2070,79578
"1449","SRES B1","Northwest Interior Forest North","Black Spruce",2077,2070,79198
"1450","SRES B1","Northwest Interior Forest North","Black Spruce",2078,2070,79633
"1451","SRES B1","Northwest Interior Forest North","Black Spruce",2079,2070,80745
"1452","SRES B1","Northwest Interior Forest North","Black Spruce",2080,2080,78088
"1453","SRES B1","Northwest Interior Forest North","Black Spruce",2081,2080,75472
"1454","SRES B1","Northwest Interior Forest North","Black Spruce",2082,2080,76827
"1455","SRES B1","Northwest Interior Forest North","Black Spruce",2083,2080,76670
"1456","SRES B1","Northwest Interior Forest North","Black Spruce",2084,2080,77370
"1457","SRES B1","Northwest Interior Forest North","Black Spruce",2085,2080,77899
"1458","SRES B1","Northwest Interior Forest North","Black Spruce",2086,2080,75861
"1459","SRES B1","Northwest Interior Forest North","Black Spruce",2087,2080,76501
"1460","SRES B1","Northwest Interior Forest North","Black Spruce",2088,2080,76998
"1461","SRES B1","Northwest Interior Forest North","Black Spruce",2089,2080,78179
"1462","SRES B1","Northwest Interior Forest North","Black Spruce",2090,2090,74635
"1463","SRES B1","Northwest Interior Forest North","Black Spruce",2091,2090,74901
"1464","SRES B1","Northwest Interior Forest North","Black Spruce",2092,2090,75312
"1465","SRES B1","Northwest Interior Forest North","Black Spruce",2093,2090,76255
"1466","SRES B1","Northwest Interior Forest North","Black Spruce",2094,2090,76805
"1467","SRES B1","Northwest Interior Forest North","Black Spruce",2095,2090,78023
"1468","SRES B1","Northwest Interior Forest North","Black Spruce",2096,2090,78762
"1469","SRES B1","Northwest Interior Forest North","Black Spruce",2097,2090,78771
"1470","SRES B1","Northwest Interior Forest North","Black Spruce",2098,2090,77013
"1471","SRES B1","Northwest Interior Forest North","Black Spruce",2099,2090,77135
"1472","SRES B1","Northwest Interior Forest North","Black Spruce",2100,2100,77675
"1473","SRES B1","Northwest Interior Forest North","Deciduous",2009,2000,230074
"1474","SRES B1","Northwest Interior Forest North","Deciduous",2010,2010,228433
"1475","SRES B1","Northwest Interior Forest North","Deciduous",2011,2010,229918
"1476","SRES B1","Northwest Interior Forest North","Deciduous",2012,2010,232520
"1477","SRES B1","Northwest Interior Forest North","Deciduous",2013,2010,232699
"1478","SRES B1","Northwest Interior Forest North","Deciduous",2014,2010,231384
"1479","SRES B1","Northwest Interior Forest North","Deciduous",2015,2010,231041
"1480","SRES B1","Northwest Interior Forest North","Deciduous",2016,2010,234172
"1481","SRES B1","Northwest Interior Forest North","Deciduous",2017,2010,232676
"1482","SRES B1","Northwest Interior Forest North","Deciduous",2018,2010,230874
"1483","SRES B1","Northwest Interior Forest North","Deciduous",2019,2010,229216
"1484","SRES B1","Northwest Interior Forest North","Deciduous",2020,2020,232260
"1485","SRES B1","Northwest Interior Forest North","Deciduous",2021,2020,230540
"1486","SRES B1","Northwest Interior Forest North","Deciduous",2022,2020,228618
"1487","SRES B1","Northwest Interior Forest North","Deciduous",2023,2020,228268
"1488","SRES B1","Northwest Interior Forest North","Deciduous",2024,2020,230238
"1489","SRES B1","Northwest Interior Forest North","Deciduous",2025,2020,253010
"1490","SRES B1","Northwest Interior Forest North","Deciduous",2026,2020,252265
"1491","SRES B1","Northwest Interior Forest North","Deciduous",2027,2020,250476
"1492","SRES B1","Northwest Interior Forest North","Deciduous",2028,2020,251284
"1493","SRES B1","Northwest Interior Forest North","Deciduous",2029,2020,250193
"1494","SRES B1","Northwest Interior Forest North","Deciduous",2030,2030,248817
"1495","SRES B1","Northwest Interior Forest North","Deciduous",2031,2030,246904
"1496","SRES B1","Northwest Interior Forest North","Deciduous",2032,2030,253689
"1497","SRES B1","Northwest Interior Forest North","Deciduous",2033,2030,252269
"1498","SRES B1","Northwest Interior Forest North","Deciduous",2034,2030,250554
"1499","SRES B1","Northwest Interior Forest North","Deciduous",2035,2030,255291
"1500","SRES B1","Northwest Interior Forest North","Deciduous",2036,2030,256673
"1501","SRES B1","Northwest Interior Forest North","Deciduous",2037,2030,255341
"1502","SRES B1","Northwest Interior Forest North","Deciduous",2038,2030,254924
"1503","SRES B1","Northwest Interior Forest North","Deciduous",2039,2030,253342
"1504","SRES B1","Northwest Interior Forest North","Deciduous",2040,2040,253926
"1505","SRES B1","Northwest Interior Forest North","Deciduous",2041,2040,253815
"1506","SRES B1","Northwest Interior Forest North","Deciduous",2042,2040,252475
"1507","SRES B1","Northwest Interior Forest North","Deciduous",2043,2040,252018
"1508","SRES B1","Northwest Interior Forest North","Deciduous",2044,2040,252005
"1509","SRES B1","Northwest Interior Forest North","Deciduous",2045,2040,257495
"1510","SRES B1","Northwest Interior Forest North","Deciduous",2046,2040,260099
"1511","SRES B1","Northwest Interior Forest North","Deciduous",2047,2040,258311
"1512","SRES B1","Northwest Interior Forest North","Deciduous",2048,2040,257174
"1513","SRES B1","Northwest Interior Forest North","Deciduous",2049,2040,265886
"1514","SRES B1","Northwest Interior Forest North","Deciduous",2050,2050,265598
"1515","SRES B1","Northwest Interior Forest North","Deciduous",2051,2050,264834
"1516","SRES B1","Northwest Interior Forest North","Deciduous",2052,2050,263704
"1517","SRES B1","Northwest Interior Forest North","Deciduous",2053,2050,261948
"1518","SRES B1","Northwest Interior Forest North","Deciduous",2054,2050,260566
"1519","SRES B1","Northwest Interior Forest North","Deciduous",2055,2050,258650
"1520","SRES B1","Northwest Interior Forest North","Deciduous",2056,2050,256648
"1521","SRES B1","Northwest Interior Forest North","Deciduous",2057,2050,255675
"1522","SRES B1","Northwest Interior Forest North","Deciduous",2058,2050,254283
"1523","SRES B1","Northwest Interior Forest North","Deciduous",2059,2050,253948
"1524","SRES B1","Northwest Interior Forest North","Deciduous",2060,2060,256492
"1525","SRES B1","Northwest Interior Forest North","Deciduous",2061,2060,255338
"1526","SRES B1","Northwest Interior Forest North","Deciduous",2062,2060,256415
"1527","SRES B1","Northwest Interior Forest North","Deciduous",2063,2060,255634
"1528","SRES B1","Northwest Interior Forest North","Deciduous",2064,2060,257724
"1529","SRES B1","Northwest Interior Forest North","Deciduous",2065,2060,258280
"1530","SRES B1","Northwest Interior Forest North","Deciduous",2066,2060,256314
"1531","SRES B1","Northwest Interior Forest North","Deciduous",2067,2060,255230
"1532","SRES B1","Northwest Interior Forest North","Deciduous",2068,2060,253264
"1533","SRES B1","Northwest Interior Forest North","Deciduous",2069,2060,253181
"1534","SRES B1","Northwest Interior Forest North","Deciduous",2070,2070,256716
"1535","SRES B1","Northwest Interior Forest North","Deciduous",2071,2070,254832
"1536","SRES B1","Northwest Interior Forest North","Deciduous",2072,2070,256527
"1537","SRES B1","Northwest Interior Forest North","Deciduous",2073,2070,255981
"1538","SRES B1","Northwest Interior Forest North","Deciduous",2074,2070,263817
"1539","SRES B1","Northwest Interior Forest North","Deciduous",2075,2070,263029
"1540","SRES B1","Northwest Interior Forest North","Deciduous",2076,2070,264490
"1541","SRES B1","Northwest Interior Forest North","Deciduous",2077,2070,265361
"1542","SRES B1","Northwest Interior Forest North","Deciduous",2078,2070,264791
"1543","SRES B1","Northwest Interior Forest North","Deciduous",2079,2070,262972
"1544","SRES B1","Northwest Interior Forest North","Deciduous",2080,2080,268239
"1545","SRES B1","Northwest Interior Forest North","Deciduous",2081,2080,273207
"1546","SRES B1","Northwest Interior Forest North","Deciduous",2082,2080,271036
"1547","SRES B1","Northwest Interior Forest North","Deciduous",2083,2080,271610
"1548","SRES B1","Northwest Interior Forest North","Deciduous",2084,2080,270367
"1549","SRES B1","Northwest Interior Forest North","Deciduous",2085,2080,269424
"1550","SRES B1","Northwest Interior Forest North","Deciduous",2086,2080,273252
"1551","SRES B1","Northwest Interior Forest North","Deciduous",2087,2080,272054
"1552","SRES B1","Northwest Interior Forest North","Deciduous",2088,2080,271251
"1553","SRES B1","Northwest Interior Forest North","Deciduous",2089,2080,269226
"1554","SRES B1","Northwest Interior Forest North","Deciduous",2090,2090,275389
"1555","SRES B1","Northwest Interior Forest North","Deciduous",2091,2090,274913
"1556","SRES B1","Northwest Interior Forest North","Deciduous",2092,2090,274254
"1557","SRES B1","Northwest Interior Forest North","Deciduous",2093,2090,272749
"1558","SRES B1","Northwest Interior Forest North","Deciduous",2094,2090,271714
"1559","SRES B1","Northwest Interior Forest North","Deciduous",2095,2090,269510
"1560","SRES B1","Northwest Interior Forest North","Deciduous",2096,2090,268158
"1561","SRES B1","Northwest Interior Forest North","Deciduous",2097,2090,267932
"1562","SRES B1","Northwest Interior Forest North","Deciduous",2098,2090,271181
"1563","SRES B1","Northwest Interior Forest North","Deciduous",2099,2090,271098
"1564","SRES B1","Northwest Interior Forest North","Deciduous",2100,2100,269988
"1565","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2009,2000,13111
"1566","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2010,2010,12890
"1567","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2011,2010,12749
"1568","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2012,2010,12538
"1569","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2013,2010,12352
"1570","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2014,2010,12222
"1571","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2015,2010,12057
"1572","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2016,2010,11942
"1573","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2017,2010,11923
"1574","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2018,2010,11788
"1575","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2019,2010,11579
"1576","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2020,2020,11583
"1577","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2021,2020,11442
"1578","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2022,2020,11305
"1579","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2023,2020,11140
"1580","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2024,2020,11006
"1581","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2025,2020,11261
"1582","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2026,2020,11230
"1583","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2027,2020,11057
"1584","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2028,2020,10902
"1585","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2029,2020,10701
"1586","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2030,2030,10602
"1587","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2031,2030,10414
"1588","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2032,2030,10324
"1589","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2033,2030,10245
"1590","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2034,2030,10097
"1591","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2035,2030,9935
"1592","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2036,2030,9821
"1593","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2037,2030,9666
"1594","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2038,2030,9481
"1595","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2039,2030,9344
"1596","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2040,2040,9179
"1597","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2041,2040,9052
"1598","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2042,2040,8953
"1599","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2043,2040,8887
"1600","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2044,2040,8774
"1601","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2045,2040,8706
"1602","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2046,2040,8647
"1603","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2047,2040,8495
"1604","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2048,2040,8374
"1605","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2049,2040,8409
"1606","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2050,2050,8267
"1607","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2051,2050,8129
"1608","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2052,2050,8076
"1609","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2053,2050,7937
"1610","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2054,2050,7890
"1611","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2055,2050,7811
"1612","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2056,2050,7724
"1613","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2057,2050,7626
"1614","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2058,2050,7453
"1615","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2059,2050,7310
"1616","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2060,2060,7209
"1617","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2061,2060,7031
"1618","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2062,2060,6904
"1619","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2063,2060,6777
"1620","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2064,2060,6644
"1621","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2065,2060,6574
"1622","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2066,2060,6454
"1623","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2067,2060,6365
"1624","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2068,2060,6272
"1625","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2069,2060,6161
"1626","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2070,2070,6098
"1627","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2071,2070,6013
"1628","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2072,2070,5915
"1629","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2073,2070,5789
"1630","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2074,2070,5747
"1631","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2075,2070,5623
"1632","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2076,2070,5557
"1633","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2077,2070,5485
"1634","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2078,2070,5460
"1635","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2079,2070,5394
"1636","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2080,2080,5410
"1637","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2081,2080,5439
"1638","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2082,2080,5346
"1639","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2083,2080,5285
"1640","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2084,2080,5210
"1641","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2085,2080,5139
"1642","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2086,2080,5101
"1643","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2087,2080,5040
"1644","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2088,2080,4985
"1645","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2089,2080,4918
"1646","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2090,2090,4887
"1647","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2091,2090,4833
"1648","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2092,2090,4775
"1649","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2093,2090,4705
"1650","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2094,2090,4622
"1651","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2095,2090,4533
"1652","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2096,2090,4466
"1653","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2097,2090,4382
"1654","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2098,2090,4336
"1655","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2099,2090,4271
"1656","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2100,2100,4190
"1657","SRES B1","Northwest Interior Forest North","Shrub Tundra",2009,2000,15118
"1658","SRES B1","Northwest Interior Forest North","Shrub Tundra",2010,2010,15060
"1659","SRES B1","Northwest Interior Forest North","Shrub Tundra",2011,2010,15080
"1660","SRES B1","Northwest Interior Forest North","Shrub Tundra",2012,2010,14936
"1661","SRES B1","Northwest Interior Forest North","Shrub Tundra",2013,2010,14872
"1662","SRES B1","Northwest Interior Forest North","Shrub Tundra",2014,2010,15006
"1663","SRES B1","Northwest Interior Forest North","Shrub Tundra",2015,2010,15117
"1664","SRES B1","Northwest Interior Forest North","Shrub Tundra",2016,2010,15128
"1665","SRES B1","Northwest Interior Forest North","Shrub Tundra",2017,2010,15072
"1666","SRES B1","Northwest Interior Forest North","Shrub Tundra",2018,2010,15029
"1667","SRES B1","Northwest Interior Forest North","Shrub Tundra",2019,2010,14974
"1668","SRES B1","Northwest Interior Forest North","Shrub Tundra",2020,2020,14816
"1669","SRES B1","Northwest Interior Forest North","Shrub Tundra",2021,2020,14762
"1670","SRES B1","Northwest Interior Forest North","Shrub Tundra",2022,2020,14879
"1671","SRES B1","Northwest Interior Forest North","Shrub Tundra",2023,2020,14886
"1672","SRES B1","Northwest Interior Forest North","Shrub Tundra",2024,2020,14993
"1673","SRES B1","Northwest Interior Forest North","Shrub Tundra",2025,2020,14566
"1674","SRES B1","Northwest Interior Forest North","Shrub Tundra",2026,2020,14439
"1675","SRES B1","Northwest Interior Forest North","Shrub Tundra",2027,2020,14450
"1676","SRES B1","Northwest Interior Forest North","Shrub Tundra",2028,2020,14457
"1677","SRES B1","Northwest Interior Forest North","Shrub Tundra",2029,2020,14438
"1678","SRES B1","Northwest Interior Forest North","Shrub Tundra",2030,2030,14435
"1679","SRES B1","Northwest Interior Forest North","Shrub Tundra",2031,2030,14487
"1680","SRES B1","Northwest Interior Forest North","Shrub Tundra",2032,2030,14544
"1681","SRES B1","Northwest Interior Forest North","Shrub Tundra",2033,2030,14495
"1682","SRES B1","Northwest Interior Forest North","Shrub Tundra",2034,2030,14612
"1683","SRES B1","Northwest Interior Forest North","Shrub Tundra",2035,2030,14685
"1684","SRES B1","Northwest Interior Forest North","Shrub Tundra",2036,2030,14686
"1685","SRES B1","Northwest Interior Forest North","Shrub Tundra",2037,2030,14713
"1686","SRES B1","Northwest Interior Forest North","Shrub Tundra",2038,2030,14698
"1687","SRES B1","Northwest Interior Forest North","Shrub Tundra",2039,2030,14793
"1688","SRES B1","Northwest Interior Forest North","Shrub Tundra",2040,2040,14847
"1689","SRES B1","Northwest Interior Forest North","Shrub Tundra",2041,2040,14860
"1690","SRES B1","Northwest Interior Forest North","Shrub Tundra",2042,2040,14919
"1691","SRES B1","Northwest Interior Forest North","Shrub Tundra",2043,2040,14971
"1692","SRES B1","Northwest Interior Forest North","Shrub Tundra",2044,2040,15078
"1693","SRES B1","Northwest Interior Forest North","Shrub Tundra",2045,2040,15105
"1694","SRES B1","Northwest Interior Forest North","Shrub Tundra",2046,2040,15142
"1695","SRES B1","Northwest Interior Forest North","Shrub Tundra",2047,2040,15129
"1696","SRES B1","Northwest Interior Forest North","Shrub Tundra",2048,2040,15231
"1697","SRES B1","Northwest Interior Forest North","Shrub Tundra",2049,2040,15182
"1698","SRES B1","Northwest Interior Forest North","Shrub Tundra",2050,2050,15231
"1699","SRES B1","Northwest Interior Forest North","Shrub Tundra",2051,2050,15257
"1700","SRES B1","Northwest Interior Forest North","Shrub Tundra",2052,2050,15272
"1701","SRES B1","Northwest Interior Forest North","Shrub Tundra",2053,2050,15298
"1702","SRES B1","Northwest Interior Forest North","Shrub Tundra",2054,2050,15320
"1703","SRES B1","Northwest Interior Forest North","Shrub Tundra",2055,2050,15263
"1704","SRES B1","Northwest Interior Forest North","Shrub Tundra",2056,2050,15316
"1705","SRES B1","Northwest Interior Forest North","Shrub Tundra",2057,2050,15270
"1706","SRES B1","Northwest Interior Forest North","Shrub Tundra",2058,2050,15340
"1707","SRES B1","Northwest Interior Forest North","Shrub Tundra",2059,2050,15440
"1708","SRES B1","Northwest Interior Forest North","Shrub Tundra",2060,2060,15461
"1709","SRES B1","Northwest Interior Forest North","Shrub Tundra",2061,2060,15464
"1710","SRES B1","Northwest Interior Forest North","Shrub Tundra",2062,2060,15589
"1711","SRES B1","Northwest Interior Forest North","Shrub Tundra",2063,2060,15691
"1712","SRES B1","Northwest Interior Forest North","Shrub Tundra",2064,2060,15740
"1713","SRES B1","Northwest Interior Forest North","Shrub Tundra",2065,2060,15724
"1714","SRES B1","Northwest Interior Forest North","Shrub Tundra",2066,2060,15841
"1715","SRES B1","Northwest Interior Forest North","Shrub Tundra",2067,2060,15915
"1716","SRES B1","Northwest Interior Forest North","Shrub Tundra",2068,2060,16005
"1717","SRES B1","Northwest Interior Forest North","Shrub Tundra",2069,2060,16109
"1718","SRES B1","Northwest Interior Forest North","Shrub Tundra",2070,2070,16146
"1719","SRES B1","Northwest Interior Forest North","Shrub Tundra",2071,2070,16219
"1720","SRES B1","Northwest Interior Forest North","Shrub Tundra",2072,2070,16233
"1721","SRES B1","Northwest Interior Forest North","Shrub Tundra",2073,2070,16206
"1722","SRES B1","Northwest Interior Forest North","Shrub Tundra",2074,2070,16114
"1723","SRES B1","Northwest Interior Forest North","Shrub Tundra",2075,2070,16086
"1724","SRES B1","Northwest Interior Forest North","Shrub Tundra",2076,2070,16117
"1725","SRES B1","Northwest Interior Forest North","Shrub Tundra",2077,2070,16106
"1726","SRES B1","Northwest Interior Forest North","Shrub Tundra",2078,2070,16055
"1727","SRES B1","Northwest Interior Forest North","Shrub Tundra",2079,2070,16128
"1728","SRES B1","Northwest Interior Forest North","Shrub Tundra",2080,2080,16053
"1729","SRES B1","Northwest Interior Forest North","Shrub Tundra",2081,2080,16024
"1730","SRES B1","Northwest Interior Forest North","Shrub Tundra",2082,2080,16058
"1731","SRES B1","Northwest Interior Forest North","Shrub Tundra",2083,2080,16063
"1732","SRES B1","Northwest Interior Forest North","Shrub Tundra",2084,2080,16111
"1733","SRES B1","Northwest Interior Forest North","Shrub Tundra",2085,2080,16169
"1734","SRES B1","Northwest Interior Forest North","Shrub Tundra",2086,2080,16125
"1735","SRES B1","Northwest Interior Forest North","Shrub Tundra",2087,2080,16170
"1736","SRES B1","Northwest Interior Forest North","Shrub Tundra",2088,2080,16232
"1737","SRES B1","Northwest Interior Forest North","Shrub Tundra",2089,2080,16250
"1738","SRES B1","Northwest Interior Forest North","Shrub Tundra",2090,2090,16176
"1739","SRES B1","Northwest Interior Forest North","Shrub Tundra",2091,2090,16228
"1740","SRES B1","Northwest Interior Forest North","Shrub Tundra",2092,2090,16250
"1741","SRES B1","Northwest Interior Forest North","Shrub Tundra",2093,2090,16233
"1742","SRES B1","Northwest Interior Forest North","Shrub Tundra",2094,2090,16126
"1743","SRES B1","Northwest Interior Forest North","Shrub Tundra",2095,2090,16016
"1744","SRES B1","Northwest Interior Forest North","Shrub Tundra",2096,2090,15966
"1745","SRES B1","Northwest Interior Forest North","Shrub Tundra",2097,2090,15868
"1746","SRES B1","Northwest Interior Forest North","Shrub Tundra",2098,2090,15748
"1747","SRES B1","Northwest Interior Forest North","Shrub Tundra",2099,2090,15704
"1748","SRES B1","Northwest Interior Forest North","Shrub Tundra",2100,2100,15628
"1749","SRES B1","Northwest Interior Forest North","White Spruce",2009,2000,95957
"1750","SRES B1","Northwest Interior Forest North","White Spruce",2010,2010,96983
"1751","SRES B1","Northwest Interior Forest North","White Spruce",2011,2010,96467
"1752","SRES B1","Northwest Interior Forest North","White Spruce",2012,2010,95504
"1753","SRES B1","Northwest Interior Forest North","White Spruce",2013,2010,95593
"1754","SRES B1","Northwest Interior Forest North","White Spruce",2014,2010,96243
"1755","SRES B1","Northwest Interior Forest North","White Spruce",2015,2010,96480
"1756","SRES B1","Northwest Interior Forest North","White Spruce",2016,2010,95073
"1757","SRES B1","Northwest Interior Forest North","White Spruce",2017,2010,95814
"1758","SRES B1","Northwest Interior Forest North","White Spruce",2018,2010,96815
"1759","SRES B1","Northwest Interior Forest North","White Spruce",2019,2010,97834
"1760","SRES B1","Northwest Interior Forest North","White Spruce",2020,2020,96466
"1761","SRES B1","Northwest Interior Forest North","White Spruce",2021,2020,97559
"1762","SRES B1","Northwest Interior Forest North","White Spruce",2022,2020,98386
"1763","SRES B1","Northwest Interior Forest North","White Spruce",2023,2020,98668
"1764","SRES B1","Northwest Interior Forest North","White Spruce",2024,2020,97754
"1765","SRES B1","Northwest Interior Forest North","White Spruce",2025,2020,85906
"1766","SRES B1","Northwest Interior Forest North","White Spruce",2026,2020,86383
"1767","SRES B1","Northwest Interior Forest North","White Spruce",2027,2020,87333
"1768","SRES B1","Northwest Interior Forest North","White Spruce",2028,2020,87061
"1769","SRES B1","Northwest Interior Forest North","White Spruce",2029,2020,87853
